,avg_rews,std_rews,avg_actor_loss,avg_critic_loss,avg_policy_loss,avg_kl_divergence
251,-12277.46,1933.28,-0.00523,0.98543,0.48748,0.00264
252,-12012.86,2234.04,0.00169,0.967,0.48519,0.0115
253,-12280.8,2015.73,0.0246,0.99847,0.52384,0.01677
254,-12059.25,2309.59,0.00542,0.96677,0.4888,0.0135
255,-12429.45,2254.6,0.02364,0.98824,0.51776,0.02239
256,-12052.76,2508.13,0.00177,0.98882,0.49618,0.0094
257,-12336.78,2254.34,-0.0029,0.97872,0.48646,0.00479
258,-12330.52,2308.83,-0.00183,0.96014,0.47824,0.00086
259,-12658.46,2351.88,-0.00041,0.98041,0.48979,0.00213
260,-12027.29,2149.71,0.00256,0.97583,0.49048,0.00221
261,-12296.1,2220.49,-2e-05,0.99077,0.49537,0.00374
262,-12684.86,2177.69,0.00323,0.97642,0.49144,0.00325
263,-12378.63,2377.59,-0.0051,0.95504,0.47242,0.00173
264,-12101.13,2356.99,-0.00229,0.96824,0.48183,0.0054
265,-12302.51,2322.78,-0.00123,0.96249,0.48002,0.0083
266,-12505.08,2534.25,-0.00315,0.9778,0.48575,0.0059
267,-12756.7,2196.11,-0.00509,0.95885,0.47434,0.00311
268,-12500.86,2180.75,-0.00447,0.98186,0.48646,0.00182
269,-12243.65,2211.54,0.0,0.98909,0.49454,0.00642
270,-12368.08,2365.93,0.00591,0.96936,0.49059,0.00625
271,-12299.63,2143.04,-0.00125,0.98771,0.4926,0.006
272,-12339.04,2393.74,0.01122,0.97593,0.49918,0.00783
273,-12526.66,2501.64,0.01258,0.98727,0.50621,0.00774
274,-11621.64,2250.23,-0.00011,0.97148,0.48563,0.0053
275,-12153.31,2131.72,0.00872,0.98296,0.5002,0.00816
276,-12159.63,2385.59,0.00133,0.98162,0.49214,0.00418
277,-12161.7,2150.61,0.00947,0.97773,0.49833,0.00678
278,-12164.15,2124.32,0.00625,0.9811,0.4968,0.01122
279,-12225.29,2483.37,-0.00647,0.97752,0.48229,0.00721
280,-12008.93,2275.78,-0.00317,0.984,0.48884,0.00737
281,-12210.62,2296.23,0.00167,0.95572,0.47954,0.00401
282,-11851.58,2386.35,0.00078,1.00524,0.5034,0.00129
283,-12091.17,2141.29,-0.00707,0.98977,0.48781,0.00245
284,-12637.65,2206.71,-0.00592,0.96173,0.47495,0.00344
285,-12244.33,2316.19,-0.00379,0.98727,0.48985,0.00284
286,-12703.46,2214.9,-0.0009,0.9832,0.4907,0.00314
287,-12070.03,2244.15,6e-05,0.96843,0.48428,0.00334
288,-12458.87,2321.84,-0.00154,0.98146,0.48919,0.00289
289,-12302.98,2079.14,0.00535,0.98099,0.49585,0.00377
290,-12158.51,2277.78,-0.00169,0.9721,0.48437,0.00187
291,-11750.99,2283.91,0.00521,0.94901,0.47971,0.00648
292,-11881.62,2117.79,-0.0025,0.99047,0.49274,0.00406
293,-12169.05,2097.32,-0.00302,0.98792,0.49094,0.00495
294,-12297.44,2422.12,-0.00288,0.96052,0.47738,0.0009
295,-12217.72,2140.7,-0.00107,0.97654,0.4872,0.00326
296,-12293.38,2198.46,-2e-05,0.9805,0.49023,0.00267
297,-12345.04,2682.15,-0.00557,0.98538,0.48712,0.00251
298,-11811.33,2306.92,0.00174,0.94287,0.47318,0.00614
299,-12120.74,2393.63,-0.00664,0.99018,0.48845,0.00339
300,-12233.53,2262.71,0.00228,0.9737,0.48913,0.00239
301,-11750.7,2049.05,-0.00344,0.97073,0.48192,0.00368
302,-12129.54,2120.93,-0.00617,0.97916,0.48341,0.00563
303,-12449.59,2145.32,-0.00775,0.99968,0.49209,0.00527
304,-11972.06,2497.12,-0.00412,0.95301,0.47238,0.00479
305,-12119.2,2530.9,-0.00784,0.96712,0.47572,0.00243
306,-11265.51,2301.88,-0.00403,0.96395,0.47794,0.00093
307,-12118.35,2191.32,0.00542,0.9709,0.49087,0.00442
308,-12043.02,2378.14,0.0,0.96489,0.48245,0.0038
309,-12593.57,2408.69,0.0009,0.96253,0.48216,0.0058
310,-12013.63,2486.44,0.02098,0.98515,0.51355,0.01719
311,-12137.67,2218.44,0.0027,0.97876,0.49207,0.01202
312,-12043.2,2219.58,0.00302,0.97093,0.48848,0.00809
313,-12016.44,1954.89,-0.00508,0.97217,0.481,0.00373
314,-12219.78,2095.51,-0.00417,0.98061,0.48614,0.00377
315,-12145.86,2209.14,-0.00189,0.99473,0.49547,0.00181
316,-12110.51,2184.19,-0.00164,0.96313,0.47992,0.00286
317,-12101.05,2293.92,-0.00294,0.9701,0.48211,0.00403
318,-12051.82,2571.58,0.00376,0.95222,0.47987,0.01032
319,-12000.64,1882.87,-0.00154,0.96544,0.48118,0.00366
320,-12372.98,2303.8,-0.00131,0.97805,0.48772,0.002
321,-12152.38,2237.07,0.00233,0.97318,0.48892,0.00341
322,-12169.62,2376.56,-0.00133,0.95306,0.4752,0.00218
323,-12213.67,2428.82,-0.00046,1.00372,0.5014,0.0053
324,-12046.3,2121.34,-0.0032,0.99365,0.49363,0.00435
325,-12094.69,2409.7,0.00495,0.97179,0.49084,0.00402
326,-12229.33,2308.52,-0.00174,0.97061,0.48357,0.00315
327,-11848.01,2454.76,0.00019,0.96035,0.48036,0.00144
328,-11899.97,2324.39,-0.00277,0.95162,0.47304,0.00302
329,-12734.39,2189.09,-0.00327,0.98318,0.48832,0.00209
330,-12072.13,2150.07,-0.00484,0.99292,0.49162,0.00419
331,-12184.32,2352.0,-0.0005,0.96306,0.48103,0.00298
332,-11810.99,2295.43,-0.00612,0.97322,0.48049,0.0057
333,-12400.41,2344.17,-0.00647,0.95698,0.47202,0.00642
334,-12093.26,2323.75,0.00354,0.96869,0.48789,0.00629
335,-11926.12,2197.02,-0.00064,0.97266,0.48569,0.00415
336,-12051.13,2455.5,-0.00523,0.99192,0.49072,0.00237
337,-12248.74,2325.96,-0.00241,0.99742,0.49629,0.0025
338,-11618.9,2237.54,0.0024,0.96611,0.48546,0.00564
339,-11578.48,2354.49,0.00236,0.97529,0.49001,0.00859
340,-12316.69,2283.85,-0.00036,0.96703,0.48316,0.00398
341,-12272.96,2296.29,-0.00144,0.95688,0.477,0.00186
342,-12224.27,2118.31,-0.00129,0.95177,0.4746,0.00203
343,-12132.98,2186.17,-0.00137,0.97842,0.48784,0.00202
344,-11967.64,2061.52,-0.00393,0.96869,0.48042,0.00181
345,-12045.33,1917.11,-0.00288,0.99232,0.49328,0.00183
346,-11941.65,1644.25,-0.00053,0.98503,0.49198,0.00127
347,-11777.98,2352.25,-0.008,0.97191,0.47795,0.00189
348,-11526.15,2220.15,-0.00206,0.96481,0.48034,0.00181
349,-12154.09,2434.86,-0.00019,0.95907,0.47934,0.00134
350,-11952.59,2287.06,-0.00294,0.96597,0.48005,0.00091
351,-12304.92,2324.41,-0.00325,0.97646,0.48498,0.00275
352,-12274.32,2203.21,-0.00324,0.97953,0.48653,0.00092
353,-11812.29,2089.07,-0.00099,0.9702,0.48411,0.00194
354,-11936.29,2299.46,-0.01395,0.9907,0.4814,0.00493
355,-11969.89,2613.59,-0.00693,0.95738,0.47177,0.00257
356,-11748.51,2131.52,-0.00661,0.95195,0.46936,0.00168
357,-11658.86,2188.4,-0.00356,0.95445,0.47367,0.00133
358,-11900.43,2102.74,-0.0054,0.95629,0.47274,0.00135
359,-12149.56,2234.11,-0.00702,0.98605,0.486,0.00287
360,-11909.56,2111.54,-0.00494,0.97077,0.48044,0.00258
361,-11584.45,1916.4,0.01034,0.923,0.47184,0.01121
362,-12247.45,2161.39,-0.00404,0.96436,0.47814,0.00104
363,-12124.26,2385.07,0.00092,0.95249,0.47716,0.00243
364,-11722.23,2100.8,0.00011,0.98307,0.49165,0.00084
365,-11921.75,2105.79,-0.00189,0.94497,0.47059,0.00265
366,-12072.13,2052.92,0.00638,0.98836,0.50055,0.00424
367,-11870.35,2014.16,-0.00665,0.96199,0.47435,0.00096
368,-11702.66,1893.81,0.00234,0.97193,0.48831,0.00244
369,-11959.95,2169.76,-0.00554,0.95878,0.47385,0.00449
370,-12057.07,2287.1,-0.00713,0.94955,0.46765,0.00201
371,-11896.31,2339.14,-0.00269,0.96034,0.47748,0.00115
372,-11665.74,2271.66,-0.0027,0.96236,0.47848,0.00214
373,-11676.25,2445.63,-0.00016,0.9637,0.48169,0.00204
374,-11587.71,2177.32,0.01042,0.96189,0.49137,0.00863
375,-12037.01,2141.5,0.0081,0.95786,0.48703,0.0056
376,-12027.25,2358.49,0.00214,0.95478,0.47953,0.00489
377,-11859.43,2131.65,-2e-05,0.95313,0.47655,0.00172
378,-11723.76,2218.08,-0.00168,0.98362,0.49012,0.00203
379,-12285.21,2209.8,0.00079,0.97214,0.48686,0.00548
380,-12043.03,2165.51,-0.0086,0.96926,0.47603,0.00403
381,-11970.43,2361.7,-0.00569,0.94245,0.46553,0.00109
382,-11865.95,2486.74,-0.0058,0.94688,0.46764,0.00188
383,-11952.72,2275.85,-2e-05,0.93569,0.46782,0.00187
384,-12439.81,2442.84,-0.00911,0.95154,0.46666,0.00174
385,-11661.54,2049.82,-0.00314,0.97212,0.48292,0.00147
386,-11793.96,2093.38,-0.00396,0.95517,0.47362,0.00128
387,-11827.89,2185.5,-0.00747,0.95817,0.47162,0.00224
388,-11853.06,2360.27,-0.00579,0.97812,0.48327,0.00155
389,-11711.17,2493.1,-0.00658,0.94289,0.46487,0.00046
390,-12088.47,2073.6,-0.00463,0.96333,0.47703,0.00019
391,-11480.88,1957.53,-0.00572,0.95557,0.47206,0.00436
392,-11784.04,2224.05,-0.0027,0.98605,0.49033,0.00129
393,-11846.58,2358.3,-0.00806,0.97197,0.47793,0.00203
394,-11498.63,2045.44,-0.00758,0.9594,0.47212,0.00438
395,-11638.86,2166.07,-0.00424,0.97276,0.48214,0.00252
396,-11850.35,1970.48,-0.00034,0.97431,0.48681,0.00364
397,-11410.47,1828.1,-0.00651,0.95402,0.47049,0.00185
398,-11597.54,2089.9,-0.00744,0.96603,0.47558,0.00141
399,-11760.75,2365.71,-0.00412,0.95599,0.47387,0.00074
400,-12383.69,2341.97,-0.00499,0.93658,0.4633,0.00108
401,-11482.05,2139.76,-0.00565,0.9586,0.47365,0.00173
402,-12082.64,2389.21,-0.00794,0.96925,0.47669,0.00078
403,-11887.38,2194.16,-0.00451,0.94441,0.4677,0.00557
404,-11734.55,2434.62,-0.00514,0.97058,0.48015,0.0021
405,-12221.45,2146.51,-0.00445,0.947,0.46905,0.0027
406,-12211.49,2183.39,-0.00707,0.99209,0.48897,0.00127
407,-11825.49,2120.4,-0.00073,0.9746,0.48657,0.00391
408,-11869.93,2131.02,-0.01074,0.95585,0.46718,0.00251
409,-11787.03,2280.7,-0.00677,0.95832,0.47239,0.00209
